label,n,rmse_current,rmse_corrected,bias_current,bias_corrected,vs_current_%
YR inc,404,7.1533196100869345,7.1858103503839965,-0.6795643495466965,-1.4774411284003148,0.4542050693673305
YR sev,404,0.04788927846848282,0.04791814905581897,-0.0007553526278315041,-0.003968180203611341,0.06028611885464663
Septoria inc,404,18.978014585260105,19.45764433606546,-2.0032756997287864,2.554790041250792,2.527291506972884
Septoria sev,404,3.344335602106118,3.3716419643787168,-0.6093403552977165,0.5076043301071693,0.8164958760539021
