target,feature,family,mean_abs_shap_train,mean_abs_shap_test,gain_importance
Yellow_rust_Crop_Incidence,autumn_total_precip,seasonal weather,0.024115155,0.025707727,0.0054117674
Yellow_rust_Crop_Incidence,autumn_rain_days,seasonal weather,0.019581286,0.026077684,0.012216926
Yellow_rust_Crop_Incidence,autumn_mean_rh,seasonal weather,0.06341343,0.073685095,0.005337258
Yellow_rust_Crop_Incidence,autumn_mean_wind,seasonal weather,0.16174126,0.097569786,0.009975584
Yellow_rust_Crop_Incidence,winter_mean_temp,seasonal weather,1.1900032,0.69169307,0.025363365
Yellow_rust_Crop_Incidence,winter_total_precip,seasonal weather,0.060394913,0.055263795,0.0042297137
Yellow_rust_Crop_Incidence,winter_rain_days,seasonal weather,0.078881934,0.0871355,0.0026576067
Yellow_rust_Crop_Incidence,winter_mean_rh,seasonal weather,0.11089675,0.07243881,0.010164407
Yellow_rust_Crop_Incidence,winter_mean_wind,seasonal weather,0.052682947,0.026011635,0.014785932
Yellow_rust_Crop_Incidence,spring_mean_temp,seasonal weather,0.03193789,0.04151152,0.004819613
Yellow_rust_Crop_Incidence,spring_total_precip,seasonal weather,0.015515501,0.018706199,0.0055258325
Yellow_rust_Crop_Incidence,spring_rain_days,seasonal weather,0.34997717,0.35640746,0.020846622
Yellow_rust_Crop_Incidence,spring_mean_rh,seasonal weather,0.032514058,0.02515006,0.007980777
Yellow_rust_Crop_Incidence,spring_mean_wind,seasonal weather,0.19265671,0.105211854,0.015674938
Yellow_rust_Crop_Incidence,spring_to_june_mean_temp,seasonal weather,0.031235367,0.024333734,0.010956803
Yellow_rust_Crop_Incidence,spring_to_june_total_precip,seasonal weather,0.018829998,0.013674034,0.0045772474
Yellow_rust_Crop_Incidence,spring_to_june_rain_days,seasonal weather,0.2579072,0.19241364,0.046587605
Yellow_rust_Crop_Incidence,spring_to_june_mean_rh,seasonal weather,0.026512453,0.028905403,0.009675377
Yellow_rust_Crop_Incidence,spring_to_june_mean_wind,seasonal weather,0.040087912,0.023195177,0.012566762
Yellow_rust_Crop_Incidence,autumn_thermal_time,thermal / wetness / splash,0.06974666,0.06280728,0.013661558
Yellow_rust_Crop_Incidence,autumn_wetness_hours,thermal / wetness / splash,0.008241534,0.012092811,0.0028505535
Yellow_rust_Crop_Incidence,autumn_wet_day_frac,thermal / wetness / splash,0.008412978,0.009531888,0.0019886938
Yellow_rust_Crop_Incidence,autumn_splash_risk,thermal / wetness / splash,0.017508402,0.014391889,0.0029612049
Yellow_rust_Crop_Incidence,winter_thermal_time,thermal / wetness / splash,0.4029633,0.26538676,0.019696342
Yellow_rust_Crop_Incidence,winter_wetness_hours,thermal / wetness / splash,0.07584066,0.0675688,0.008699489
Yellow_rust_Crop_Incidence,winter_wet_day_frac,thermal / wetness / splash,0.077782,0.060647458,0.009398572
Yellow_rust_Crop_Incidence,winter_splash_risk,thermal / wetness / splash,0.105378926,0.08616178,0.007759385
Yellow_rust_Crop_Incidence,spring_thermal_time,thermal / wetness / splash,0.013318464,0.017042622,0.0045515457
Yellow_rust_Crop_Incidence,spring_wetness_hours,thermal / wetness / splash,0.29562798,0.26353997,0.014500564
Yellow_rust_Crop_Incidence,spring_wet_day_frac,thermal / wetness / splash,0.4379757,0.3036887,0.024774514
Yellow_rust_Crop_Incidence,spring_splash_risk,thermal / wetness / splash,0.03235018,0.023386521,0.012697634
Yellow_rust_Crop_Incidence,spring_to_june_thermal_time,thermal / wetness / splash,0.013036078,0.012723217,0.011784198
Yellow_rust_Crop_Incidence,spring_to_june_wetness_hours,thermal / wetness / splash,0.44598374,0.23966968,0.08298868
Yellow_rust_Crop_Incidence,spring_to_june_wet_day_frac,thermal / wetness / splash,0.58269894,0.37161902,0.06568964
Yellow_rust_Crop_Incidence,spring_to_june_splash_risk,thermal / wetness / splash,0.024848942,0.016991803,0.008861277
Yellow_rust_Crop_Incidence,season_total_thermal_time,thermal / wetness / splash,0.022123164,0.0240748,0.010223845
Yellow_rust_Crop_Incidence,season_total_wetness_hours,thermal / wetness / splash,0.014905326,0.009426361,0.007896183
Yellow_rust_Crop_Incidence,season_total_wet_day_frac,thermal / wetness / splash,0.014524045,0.013624059,0.006582264
Yellow_rust_Crop_Incidence,season_total_splash_risk,thermal / wetness / splash,0.09488363,0.07291605,0.005590649
Yellow_rust_Crop_Incidence,fungicide_smoothed,fungicide,2.8180583,2.4754798,0.06367971
Yellow_rust_Crop_Incidence,fungicide_decay_dose,fungicide,1.1870816,0.9645712,0.050602548
Yellow_rust_Crop_Incidence,fungicide_residual_at_survey,fungicide,0.06676735,0.06263711,0.010319921
Yellow_rust_Crop_Incidence,Unknown_ag_12,agronomic,0.021157993,0.019462135,0.0076378034
Yellow_rust_Crop_Incidence,Cereals_ag_8_3,agronomic,0.15587309,0.14139916,0.0064309477
Yellow_rust_Crop_Incidence,Percentage of fields with wheat thrice in previous 4 years (%)_ag_11,agronomic,0.04324597,0.16266987,0.00518168
Yellow_rust_Crop_Incidence,sow_offset,sowing date,0.021317074,0.018342521,0.010488496
Yellow_rust_Crop_Incidence,prop_anth,land use,0.040622972,0.023696404,0.006434598
Yellow_rust_Crop_Incidence,prop_nature,land use,0.024952637,0.011934573,0.0063606314
Yellow_rust_Crop_Incidence,Zymoseptoria_tritici_Disease_Severity_natl_lag1,spatial spread,0.05162053,0.02840611,0.014792751
Yellow_rust_Crop_Incidence,Yellow_rust_Disease_Severity_natl_lag1,spatial spread,1.3190544,1.1143936,0.024576511
Yellow_rust_Crop_Incidence,Zymoseptoria_tritici_Crop_Incidence_natl_lag1,spatial spread,0.4321463,0.38012567,0.020580249
Yellow_rust_Crop_Incidence,Yellow_rust_Crop_Incidence_natl_lag1,spatial spread,0.29964074,0.3369029,0.016152676
