Region,Year,autumn_thermal_time,autumn_wetness_hours,autumn_wet_day_frac,autumn_splash_risk,winter_thermal_time,winter_wetness_hours,winter_wet_day_frac,winter_splash_risk,spring_thermal_time,spring_wetness_hours,spring_wet_day_frac,spring_splash_risk,spring_to_june_thermal_time,spring_to_june_wetness_hours,spring_to_june_wet_day_frac,spring_to_june_splash_risk,season_total_thermal_time,season_total_wetness_hours,season_total_wet_day_frac,season_total_splash_risk
East,1991,1220.3,1105.6,0.4945054945054945,56.760000000000005,518.5999999999999,1660.8,0.8222222222222222,94.33333333333334,1031.9,1057.6,0.43478260869565216,60.43333333333334,1310.3000000000002,1414.4,0.49107142857142855,89.23333333333333,3049.2,4180.8,0.5938566552901023,240.32666666666665
East,1992,1196.5,1121.6,0.5274725274725275,82.11333333333334,606.6999999999999,1584.0,0.7222222222222222,49.013333333333335,1136.2,974.4,0.42391304347826086,92.39999999999999,1494.7,1166.3999999999999,0.4107142857142857,109.99333333333334,3308.0,3889.5999999999995,0.54421768707483,240.02666666666667
East,1993,1108.1,1281.6000000000001,0.5714285714285714,134.89333333333335,643.0999999999999,1668.8,0.8111111111111111,54.25333333333333,1079.6,915.1999999999999,0.3804347826086957,128.33333333333334,1437.1,1107.1999999999998,0.375,143.56666666666666,3188.3,4057.6000000000004,0.5699658703071673,332.7133333333333
East,1994,1020.9000000000001,1472.0,0.6923076923076923,148.3466666666667,626.4,1633.6000000000001,0.7666666666666667,150.40666666666667,1048.1,1052.8,0.45652173913043476,81.72,1378.6999999999998,1164.8,0.4107142857142857,88.11333333333334,3026.0,4270.4,0.6075085324232082,386.8666666666667
East,1995,1222.1000000000001,1452.8000000000002,0.6373626373626373,104.69333333333333,729.3000000000001,1595.2,0.7555555555555555,114.19999999999999,1021.0,780.8,0.31521739130434784,67.3,1323.1,940.8,0.3125,78.69999999999999,3274.5,3988.8,0.5494880546075085,293.3266666666667
East,1996,1263.6000000000001,1320.0,0.5714285714285714,73.32666666666668,464.0999999999999,1500.8,0.7333333333333333,107.31333333333333,879.3,867.1999999999999,0.391304347826087,34.29333333333334,1248.6,867.2,0.32142857142857145,34.29333333333334,2980.7,3705.6000000000004,0.5272108843537415,214.93333333333334
East,1997,1159.7,1051.1999999999998,0.45054945054945056,89.78666666666668,548.0999999999999,1531.1999999999998,0.7111111111111111,63.13333333333333,1106.6000000000001,755.2,0.32608695652173914,49.693333333333335,1456.6999999999998,955.2,0.3392857142857143,63.493333333333325,3164.5,3537.6000000000004,0.4880546075085324,216.41333333333336
East,1998,1214.8999999999999,1204.8000000000002,0.5384615384615384,91.75333333333334,749.6,1478.4,0.6777777777777778,107.63333333333334,1111.6999999999998,1244.8,0.532608695652174,148.70666666666665,1440.8,1588.8,0.5625,197.34666666666666,3405.3,4272.0,0.590443686006826,396.7333333333333
East,1999,1149.1,1497.6000000000001,0.6703296703296703,113.00666666666665,694.6999999999999,1644.8,0.7777777777777778,126.02666666666667,1139.0,1040.0,0.44565217391304346,68.62,1461.4,1276.8,0.44642857142857145,90.43333333333334,3305.2000000000003,4419.199999999999,0.6177474402730375,329.4666666666667
East,2000,1270.8999999999999,1240.0,0.5494505494505495,95.46000000000001,671.0,1547.2000000000003,0.7,85.62,1072.8,1238.4,0.5,149.80666666666667,1440.6,1412.8000000000002,0.4732142857142857,151.20666666666665,3391.0,4224.0,0.5680272108843537,343.7866666666667
East,2001,1209.9999999999998,1555.2,0.7142857142857143,256.42,602.0000000000001,1785.6,0.8666666666666667,146.04,988.2,1161.6000000000001,0.5,119.47333333333333,1291.6000000000001,1353.6,0.48214285714285715,147.47333333333336,3103.6,4694.400000000001,0.6723549488054608,549.2
East,2002,1247.8999999999999,1572.8,0.7362637362637363,131.67333333333332,703.5,1681.6,0.7888888888888889,80.16,1101.9,902.4,0.391304347826087,64.7,1452.6,1118.3999999999999,0.4017857142857143,72.9,3404.0,4372.799999999999,0.6245733788395904,284.73333333333335
East,2003,1226.9,1193.6,0.4945054945054945,134.0666666666667,621.6999999999999,1467.2000000000003,0.7111111111111111,117.48,1121.8000000000002,777.6,0.32608695652173914,36.2,1505.0,995.1999999999999,0.3482142857142857,64.9,3353.5999999999995,3656.0000000000005,0.5051194539249146,316.44666666666666
East,2004,1205.6,916.8,0.4065934065934066,78.50666666666666,670.2,1572.7999999999997,0.7555555555555555,135.37333333333333,1075.8999999999999,977.5999999999999,0.41304347826086957,56.02,1451.3,1096.0,0.375,57.1,3330.5,3590.4000000000005,0.5,270.98
East,2005,1238.5,1355.2,0.6263736263736264,62.906666666666666,662.8,1569.6000000000001,0.7444444444444445,42.0,1078.3,1067.1999999999998,0.45652173913043476,46.29333333333334,1425.9,1176.0,0.4017857142857143,48.08,3327.2,4100.8,0.5767918088737202,149.46666666666667
East,2006,1309.3999999999999,1331.1999999999998,0.5604395604395604,69.8,576.5999999999999,1609.6000000000001,0.7666666666666667,34.83333333333333,999.9,1032.0,0.45652173913043476,101.04666666666668,1376.6,1177.6000000000001,0.41964285714285715,101.04666666666667,3262.6,4118.4,0.5699658703071673,205.68
East,2007,1397.9999999999998,1321.6,0.5824175824175825,86.56,796.9,1611.1999999999998,0.7666666666666667,115.32666666666665,1160.0,929.6,0.3804347826086957,114.00666666666667,1521.9,1233.6,0.41964285714285715,169.37333333333333,3716.8,4166.4,0.5767918088737202,371.26
East,2008,1194.8999999999999,1283.2,0.6153846153846154,69.43333333333334,712.6,1625.6,0.7111111111111111,104.5,1060.3999999999999,1014.3999999999999,0.43478260869565216,129.67333333333332,1387.4,1280.0,0.45535714285714285,159.03333333333333,3303.0999999999995,4212.799999999999,0.5850340136054422,332.9666666666667
East,2009,1143.2,1376.0,0.5824175824175825,132.00666666666666,519.0,1708.8,0.8444444444444444,98.25999999999999,1112.6000000000001,888.0,0.358695652173913,40.49333333333333,1433.0,1060.8,0.35714285714285715,70.65333333333334,3095.2,4145.6,0.5767918088737202,300.91999999999996
East,2010,1281.0999999999997,1017.5999999999999,0.45054945054945056,78.22666666666666,432.50000000000006,1833.6,0.8666666666666667,124.66,1005.6,734.4,0.29347826086956524,29.65333333333333,1330.6,920.0,0.3125,52.45333333333333,3044.2,3771.2,0.5255972696245734,255.34
East,2011,1131.8,1377.6000000000001,0.6483516483516484,70.03999999999999,533.5000000000001,1673.6000000000001,0.8,99.06666666666668,1185.1,449.6,0.17391304347826086,1.7600000000000005,1514.0,625.5999999999999,0.20535714285714285,15.66,3179.3,3676.8,0.5255972696245734,184.76666666666668
East,2012,1384.7000000000003,1171.1999999999998,0.5164835164835165,29.826666666666664,642.5,1483.2000000000003,0.6888888888888889,73.24000000000001,1050.3,1328.0,0.5978260869565217,153.46666666666664,1354.1999999999998,1604.8000000000002,0.5982142857142857,178.56666666666666,3394.0,4283.200000000001,0.6020408163265306,281.6333333333334
East,2013,1128.4999999999998,1387.2,0.6263736263736264,130.28666666666666,530.6999999999999,1700.8,0.8222222222222222,120.02,848.6,926.4000000000001,0.391304347826087,78.07333333333334,1164.7,1072.0,0.36607142857142855,84.94666666666667,2823.9,4160.0,0.5870307167235495,335.09333333333336
East,2014,1217.0,1464.0000000000002,0.6703296703296703,115.82666666666665,751.4999999999999,1771.1999999999998,0.8333333333333334,157.76666666666668,1163.9,988.8,0.42391304347826086,60.660000000000004,1515.4,1128.0,0.39285714285714285,63.64666666666667,3483.8999999999996,4363.2,0.6143344709897611,337.24
East,2015,1341.5,1488.0,0.6593406593406593,110.88666666666668,607.8,1537.6,0.7222222222222222,58.85333333333334,1027.1000000000001,809.6,0.32608695652173914,38.60666666666667,1350.4,959.9999999999999,0.32142857142857145,50.10666666666667,3299.7,3985.6,0.5494880546075085,219.84666666666664
East,2016,1242.5,1297.6,0.5824175824175825,109.31333333333333,832.0,1385.6,0.6111111111111112,91.72,998.1999999999999,1169.6,0.5,117.19333333333333,1338.9,1449.6,0.5,155.62666666666667,3418.6,4136.0,0.5578231292517006,349.9
East,2017,1266.2,1254.4,0.5714285714285714,56.306666666666665,688.2,1748.7999999999997,0.8444444444444444,60.09333333333333,1206.1,979.2,0.41304347826086957,89.09333333333333,1602.5,1147.2,0.4017857142857143,115.39333333333335,3556.8999999999996,4150.4,0.590443686006826,231.79333333333335
East,2018,1252.3999999999999,1368.0,0.6813186813186813,69.74000000000001,622.4000000000001,1556.7999999999997,0.7444444444444445,119.05333333333334,1122.6000000000001,1268.8,0.5434782608695652,137.39333333333332,1489.3999999999999,1420.8,0.49107142857142855,148.79333333333335,3364.2,4345.6,0.6279863481228669,335.5866666666667
East,2019,1274.6999999999998,1145.6000000000001,0.5494505494505495,76.79333333333334,749.7,1606.4,0.7777777777777778,74.03333333333333,1123.9,912.0,0.3804347826086957,45.080000000000005,1467.0,1224.0,0.42857142857142855,85.98000000000002,3491.4,3976.0,0.5733788395904437,236.80666666666667
East,2020,1207.6,1539.2,0.7252747252747253,206.03333333333333,811.5,1780.8000000000002,0.8555555555555555,144.62666666666667,1163.6999999999996,500.8,0.21739130434782608,17.9,1506.6,788.8,0.2857142857142857,65.30000000000001,3535.9,4132.8,0.5986394557823129,420.26
East,2021,1284.5,1441.6,0.6483516483516484,116.12666666666668,630.7000000000002,1851.2,0.8888888888888888,231.56,964.6,1022.4000000000001,0.43478260869565216,84.25999999999999,1363.4,1145.6,0.4017857142857143,124.56,3278.6000000000004,4438.4,0.6279863481228669,472.24666666666667
East,2022,1332.7,1350.3999999999999,0.6043956043956044,78.50666666666666,775.0,1588.8000000000002,0.7555555555555555,110.89333333333333,1174.0,811.1999999999999,0.34782608695652173,63.68666666666667,1533.3000000000002,931.2,0.33035714285714285,71.28666666666666,3641.0,3870.3999999999996,0.5460750853242321,260.6866666666666
East,2023,1382.9,1326.4,0.6043956043956044,142.94,675.1,1630.3999999999999,0.7666666666666667,65.95333333333333,1097.4,1232.0000000000002,0.532608695652174,131.37333333333333,1477.5,1332.8,0.4732142857142857,139.67333333333335,3535.5,4289.599999999999,0.6040955631399317,348.5666666666667
East,2024,1369.9,1352.0000000000002,0.6043956043956044,163.22666666666666,823.8999999999999,1569.6,0.7,223.14,1208.3,1318.4,0.5652173913043478,149.67999999999998,1522.6999999999998,1507.1999999999998,0.5267857142857143,159.5,3728.3,4452.8,0.6054421768707483,554.6666666666666
East,2025,1265.6999999999998,1521.6,0.6923076923076923,169.81333333333333,700.8,1704.0,0.8,111.52666666666667,1175.1,585.6,0.2391304347826087,18.693333333333335,1557.6999999999998,705.6,0.24107142857142858,24.993333333333332,3524.2,3931.2,0.552901023890785,306.33333333333337
East,2026,1298.4999999999998,1247.9999999999998,0.5604395604395604,140.4933333333333,795.1999999999999,1744.0,0.8111111111111111,171.66,1242.8,638.4000000000001,0.25,15.78,1611.5,926.4,0.30357142857142855,51.14666666666667,3705.2,3918.3999999999996,0.5392491467576792,361.68
East Midlands,1971,1221.0,1166.4,0.5384615384615384,88.14,614.2,1748.8000000000002,0.8333333333333334,69.64,931.2999999999998,1209.6,0.4891304347826087,111.56666666666666,1210.0,1521.6000000000001,0.5089285714285714,163.22666666666666,3045.2000000000003,4436.799999999999,0.6177474402730375,321.00666666666666
East Midlands,1972,1179.6,1256.0000000000002,0.5494505494505495,61.58,652.3,1844.8,0.9,119.37333333333333,979.1999999999999,1507.1999999999998,0.6630434782608695,126.38666666666666,1257.5,1838.3999999999999,0.6607142857142857,175.12666666666667,3097.9,4963.200000000001,0.7006802721088435,357.62666666666667
East Midlands,1973,1104.3000000000002,1201.6,0.5384615384615384,95.81333333333333,638.2,1712.0,0.8444444444444444,67.68,952.1999999999999,1076.8000000000002,0.43478260869565216,73.90666666666665,1290.3,1160.0,0.38392857142857145,101.50666666666666,3032.8,4073.6000000000004,0.5733788395904437,263.2733333333333
East Midlands,1974,1096.4,1156.8,0.5494505494505495,92.5,687.2,1592.0,0.7222222222222222,122.03999999999999,938.8999999999999,1176.0,0.532608695652174,74.95333333333333,1252.5,1345.6,0.5,90.25333333333333,3036.1000000000004,4094.3999999999996,0.5836177474402731,297.6066666666667
East Midlands,1975,991.1,1409.6000000000001,0.6373626373626373,140.08666666666667,771.5999999999999,1512.0000000000002,0.7222222222222222,60.76666666666667,889.2,1308.8,0.5543478260869565,92.95333333333333,1213.4,1435.1999999999998,0.5,104.35333333333334,2976.1,4356.8,0.6109215017064846,305.20666666666665
East Midlands,1976,1110.6000000000001,1241.6000000000001,0.5714285714285714,35.739999999999995,665.4000000000001,1529.6000000000001,0.7555555555555555,63.306666666666665,949.8999999999999,948.8,0.3804347826086957,56.35333333333334,1300.1000000000001,1035.2,0.3392857142857143,56.660000000000004,3086.0,3811.2,0.5374149659863946,155.70666666666665
East Midlands,1977,1113.9999999999998,1710.4,0.8131868131868132,196.94666666666666,457.5999999999999,1900.8,0.8888888888888888,209.76,935.2000000000002,950.4,0.40217391304347827,82.64,1217.1000000000001,1164.8,0.4107142857142857,124.24000000000001,2788.7,4776.0,0.6825938566552902,527.9466666666667
East Midlands,1978,1170.0,1065.6,0.4835164835164835,42.44666666666667,552.0,1692.8,0.7888888888888889,163.76000000000002,920.8000000000001,1305.6,0.5543478260869565,93.96,1246.2,1460.8,0.5089285714285714,145.06,2968.2,4219.200000000001,0.5870307167235495,351.26666666666665
East Midlands,1979,1267.3999999999999,1120.0000000000002,0.5164835164835165,30.200000000000003,349.0,1723.1999999999998,0.8,186.75333333333333,880.3,1547.2,0.6739130434782609,181.85333333333332,1211.2,1726.4,0.6071428571428571,184.7066666666667,2827.6000000000004,4569.6,0.6382252559726962,401.66
East Midlands,1980,1177.2000000000003,1121.6000000000001,0.4835164835164835,59.04666666666667,598.8,1695.9999999999998,0.8111111111111111,151.34666666666666,933.2,824.0,0.34782608695652173,59.32666666666666,1274.1,1112.0,0.38392857142857145,100.86000000000001,3060.0,3947.2,0.5476190476190477,311.25333333333333
East Midlands,1981,1141.1000000000004,1214.4,0.5494505494505495,102.35999999999999,594.0,1328.0000000000002,0.5777777777777777,62.38666666666666,1025.4,1520.0,0.6739130434782609,189.7133333333333,1348.4,1704.0,0.6160714285714286,191.87333333333333,3083.5,4246.4,0.5836177474402731,355.74
East Midlands,1982,1135.2,1203.2,0.5494505494505495,94.24000000000001,459.7,1636.8,0.7444444444444445,65.32666666666667,1017.8,990.4000000000001,0.40217391304347827,68.91333333333333,1385.8,1305.6000000000001,0.44642857142857145,108.16,2980.7000000000003,4145.6,0.5699658703071673,267.7266666666667
East Midlands,1983,1198.9999999999998,1428.8,0.6483516483516484,90.7,583.7,1364.8,0.6333333333333333,65.60666666666667,910.5,1427.2,0.6413043478260869,145.4,1228.4,1561.6,0.5625,166.0,3011.1000000000004,4355.2,0.6109215017064846,322.3066666666666
East Midlands,1984,1179.6999999999998,1223.9999999999998,0.5494505494505495,93.05333333333333,565.1,1433.6000000000004,0.6555555555555556,115.97333333333333,879.9999999999999,838.4,0.31521739130434784,63.046666666666674,1220.5,1091.1999999999998,0.3392857142857143,79.15333333333334,2970.5,3771.2000000000003,0.5034013605442177,288.18
East Midlands,1985,1228.3,1307.2,0.5714285714285714,108.04666666666667,474.2,1614.3999999999999,0.7666666666666667,62.233333333333334,935.9000000000001,1187.2,0.4782608695652174,118.06666666666668,1213.3,1481.6000000000001,0.5,171.92666666666668,2915.8,4403.2,0.6040955631399317,338.28666666666663
East Midlands,1986,1119.6000000000004,1311.9999999999998,0.6263736263736264,49.31999999999999,494.3999999999999,1420.8,0.6888888888888889,105.58000000000001,894.3000000000001,1355.2,0.5978260869565217,137.78,1206.8000000000002,1528.0,0.5535714285714286,145.66,2820.8,4260.8,0.6177474402730375,300.56
East Midlands,1987,1122.3999999999999,1395.2,0.6043956043956044,92.60666666666667,519.8,1572.8,0.7222222222222222,96.44,938.5,1142.4,0.45652173913043476,122.60666666666668,1215.2,1528.0,0.5178571428571429,179.97333333333336,2857.4,4496.0,0.6075085324232082,366.78666666666663
East Midlands,1988,1124.6999999999998,1360.0,0.6373626373626373,168.07333333333332,698.1999999999999,1484.8,0.7111111111111111,77.22,996.9,1174.4,0.5108695652173914,107.21333333333334,1312.5,1345.6,0.4732142857142857,121.67333333333332,3140.0,4190.4,0.5952380952380952,366.9666666666667
East Midlands,1989,1111.1,1304.0,0.6043956043956044,91.38666666666667,805.8999999999999,1534.3999999999999,0.7555555555555555,29.14,1033.1000000000001,1153.6,0.4782608695652174,112.31333333333333,1365.3999999999999,1328.0,0.45535714285714285,132.31333333333333,3282.3999999999996,4166.4,0.5938566552901023,252.84
East Midlands,1990,1233.8999999999999,1136.0,0.5054945054945055,98.42666666666666,782.8000000000001,1606.4,0.7555555555555555,155.56666666666666,1114.6000000000001,609.5999999999999,0.2608695652173913,19.10666666666667,1426.4,806.4000000000001,0.2857142857142857,28.90666666666667,3443.1,3548.8,0.49829351535836175,282.9
East Midlands,1991,1205.9999999999998,1067.2,0.4835164835164835,47.56666666666666,494.30000000000007,1664.0,0.8222222222222222,95.40666666666667,1026.7,1070.3999999999999,0.44565217391304346,66.28,1297.7,1371.2,0.4732142857142857,79.57999999999998,2998.0,4102.4,0.5836177474402731,222.55333333333334
East Midlands,1992,1188.6,1091.2,0.5164835164835165,92.45333333333332,615.3000000000001,1633.6000000000001,0.7333333333333333,45.760000000000005,1116.4,1024.0,0.42391304347826086,83.94,1471.6,1200.0,0.4107142857142857,96.48666666666668,3284.6000000000004,3937.6,0.54421768707483,233.16000000000003
East Midlands,1993,1075.8999999999999,1292.8,0.5824175824175825,143.18,632.4999999999999,1598.4,0.7666666666666667,57.68000000000001,1048.9999999999998,998.4,0.42391304347826086,93.89333333333333,1398.3,1227.1999999999998,0.41964285714285715,115.91333333333333,3106.7,4118.4,0.5767918088737202,316.77333333333337
East Midlands,1994,990.6000000000001,1468.8,0.6593406593406593,160.55999999999997,601.0,1606.4,0.7555555555555555,108.41999999999999,1013.4999999999999,1060.8000000000002,0.44565217391304346,67.35333333333332,1339.4,1124.8000000000002,0.38392857142857145,71.54666666666667,2931.0,4200.0,0.5836177474402731,340.52666666666664
East Midlands,1995,1191.3000000000002,1536.0,0.7032967032967034,147.8,707.3000000000001,1452.8000000000002,0.6333333333333333,107.25333333333333,1004.9000000000001,857.6,0.358695652173913,69.58,1306.0,953.6,0.33035714285714285,73.97999999999999,3204.6000000000004,3942.3999999999996,0.5392491467576792,324.34000000000003
East Midlands,1996,1251.7000000000003,1286.4,0.5824175824175825,105.09333333333333,483.9,1649.6,0.7666666666666667,111.07333333333332,864.3,1132.8,0.5217391304347826,47.57333333333333,1211.5,1204.8,0.45535714285714285,51.57333333333333,2952.3,4152.0,0.5884353741496599,267.74
East Midlands,1997,1163.7,1041.6000000000001,0.4725274725274725,53.43333333333334,562.5,1628.8,0.7666666666666667,65.90666666666667,1097.8999999999999,752.0,0.29347826086956524,33.28,1437.4,966.4000000000001,0.3125,58.493333333333325,3163.6,3636.8,0.5017064846416383,177.83333333333331
East Midlands,1998,1201.7,1220.7999999999997,0.5494505494505495,86.35333333333332,757.8,1475.2,0.7,98.16666666666666,1078.9,1324.8,0.5652173913043478,160.84666666666666,1397.9,1652.8,0.5803571428571429,213.7266666666667,3357.4,4348.799999999999,0.6075085324232082,398.24666666666667
East Midlands,1999,1142.8000000000002,1481.6000000000001,0.6483516483516484,107.46000000000001,694.2,1598.4,0.7555555555555555,116.49333333333334,1113.2999999999997,1196.8,0.5,103.44666666666666,1429.8999999999999,1416.0,0.48214285714285715,125.45333333333333,3266.9,4496.0,0.6177474402730375,341.9066666666667
East Midlands,2000,1257.0,1225.6,0.5164835164835165,108.68,677.6000000000001,1387.2,0.6111111111111112,52.32666666666667,1035.8,1219.1999999999998,0.5108695652173914,180.30666666666667,1392.6,1420.8,0.49107142857142855,201.9666666666667,3335.2,4057.5999999999995,0.5374149659863946,369.7733333333333
East Midlands,2001,1182.3000000000002,1510.4,0.6923076923076923,248.14000000000001,580.8,1729.6000000000001,0.8444444444444444,121.17999999999999,944.3000000000001,1190.4,0.4673913043478261,119.67333333333333,1241.7,1339.2,0.4375,143.67333333333335,3004.8,4579.2,0.6416382252559727,511.1133333333333
East Midlands,2002,1246.5000000000002,1443.1999999999998,0.6703296703296703,138.73333333333332,695.5999999999999,1577.6,0.7333333333333333,66.72,1083.3,880.0,0.33695652173913043,57.17999999999999,1431.6999999999998,1096.0,0.35714285714285715,74.78,3373.8,4116.8,0.5699658703071673,280.2333333333333
East Midlands,2003,1202.5,1204.8,0.5274725274725275,142.82,624.9,1500.8,0.6666666666666666,132.2733333333333,1109.0,756.8,0.30434782608695654,31.220000000000002,1488.2,972.8,0.33035714285714285,53.41333333333333,3315.6,3678.4,0.4948805460750853,328.50666666666666
East Midlands,2004,1197.6,958.4,0.43956043956043955,57.80666666666667,673.3,1534.4,0.7111111111111111,119.45333333333333,1067.3,1128.0,0.45652173913043476,98.48666666666666,1432.0,1302.4,0.42857142857142855,102.88666666666667,3306.7,3798.3999999999996,0.5170068027210885,280.14666666666665
