target,best_iter,fold_best_iters,train_rmse,test_rmse,naive_rmse,obs_std,improvement_pct
Zymoseptoria_tritici_Disease_Severity,192,"[324, 222, 17, 162]",2.0466210079666523,2.5646233156141673,2.8750313425866882,2.8815373903497594,10.796683235224991
Yellow_rust_Disease_Severity,106,"[112, 138, 77, 101]",0.4092187387134568,0.10948924014485628,0.19766932387553124,0.065466672734637,44.60989798609335
Zymoseptoria_tritici_Crop_Incidence,242,"[234, 250, 279, 118]",8.689691961354677,20.939263808309494,30.33311766993209,24.774240463371754,30.968969176994023
Yellow_rust_Crop_Incidence,91,"[127, 77, 105, 77]",6.309731738095839,11.606694086096748,10.67836566276911,10.691755564476072,-8.693544055756796
