Region,Year,GS31_doy,GS39_doy,GS61_doy,GS75_doy,flagleaf_exposure_days,survey_cum_cdd,survey_gs_progress,gs31_39_days,gs31_39_mean_temp,gs31_39_total_precip,gs31_39_mean_rh,gs31_39_wetness_hours,gs31_39_splash_risk,gs39_survey_days,gs39_survey_mean_temp,gs39_survey_total_precip,gs39_survey_mean_rh,gs39_survey_wetness_hours,gs39_survey_splash_risk,gs61_survey_days,gs61_survey_mean_temp,gs61_survey_total_precip,gs61_survey_mean_rh,gs61_survey_wetness_hours,gs61_survey_splash_risk,pre_survey_14d_days,pre_survey_14d_mean_temp,pre_survey_14d_total_precip,pre_survey_14d_mean_rh,pre_survey_14d_wetness_hours,pre_survey_14d_splash_risk,pre_survey_30d_days,pre_survey_30d_mean_temp,pre_survey_30d_total_precip,pre_survey_30d_mean_rh,pre_survey_30d_wetness_hours,pre_survey_30d_splash_risk
East,1981,105.0,136.0,158.0,181.0,35.0,1319.3999999999994,0.8591239782504959,32.0,8.350000000000001,104.3,78.0,464.0,71.17999999999999,36.0,13.380555555555555,68.30000000000001,77.94444444444444,483.2,43.08,14.0,13.742857142857146,10.4,75.5,136.0,3.4,15.0,13.726666666666668,11.299999999999999,75.46666666666667,136.0,3.4,31.0,13.474193548387097,52.800000000000004,77.48387096774194,376.0,38.18
East,1982,111.0,137.0,156.0,176.0,34.0,1378.6,0.9235209080148008,27.0,9.807407407407409,31.699999999999996,72.0,224.0,8.4,35.0,15.468571428571428,101.89999999999999,76.57142857142857,427.2,42.68,16.0,15.462500000000002,54.4,77.0625,236.8,26.060000000000002,15.0,15.073333333333334,51.0,76.86666666666666,212.79999999999998,24.92666666666667,31.0,15.635483870967738,91.29999999999998,76.45161290322581,379.2,34.28
East,1983,113.0,138.0,163.0,184.0,33.0,1247.1000000000004,0.7829411764705885,26.0,9.98076923076923,85.8,78.76923076923077,436.79999999999995,33.666666666666664,34.0,12.4,56.699999999999996,77.70588235294117,374.4,40.766666666666666,9.0,13.0,0.8999999999999999,71.77777777777777,8.0,0.0,15.0,13.799999999999999,4.8,73.6,59.2,0.0,31.0,12.590322580645159,39.8,77.25806451612904,302.4,23.866666666666667
East,1984,123.0,150.0,171.0,191.0,22.0,1156.6999999999994,0.6765882352941167,28.0,9.432142857142859,64.39999999999999,76.21428571428571,276.8,49.75333333333334,23.0,14.143478260869566,51.400000000000006,77.95652173913044,288.0,26.140000000000004,2.0,19.450000000000003,9.200000000000001,80.0,33.6,3.520000000000001,15.0,15.513333333333332,36.5,78.46666666666667,174.39999999999998,19.94666666666667,31.0,13.112903225806454,102.29999999999998,79.48387096774194,438.40000000000003,75.5
East,1985,128.0,149.0,173.0,193.0,22.0,1111.4,0.615654988752252,22.0,12.027272727272726,79.0,81.0909090909091,328.00000000000006,54.16,23.0,12.02608695652174,79.7,76.26086956521739,304.00000000000006,72.0,,,,,,,15.0,11.473333333333334,60.0,77.46666666666667,256.0,53.8,31.0,12.422580645161291,108.9,77.45161290322581,403.2000000000001,90.88
East,1986,133.0,155.0,176.0,193.0,16.0,1081.1000000000004,0.569635302134639,23.0,11.68695652173913,45.6,75.91304347826087,281.6,24.440000000000005,17.0,13.817647058823528,9.0,71.47058823529412,100.8,2.6,,,,,,,15.0,14.393333333333334,5.0,71.6,52.800000000000004,0.0,31.0,12.929032258064517,30.999999999999996,74.19354838709677,262.40000000000003,15.44
East,1987,121.0,147.0,172.0,190.0,24.0,1127.9000000000003,0.6398145183254415,27.0,9.533333333333335,68.5,76.37037037037037,280.0,29.099999999999998,25.0,12.131999999999998,97.40000000000002,79.88,465.6,62.0,,,,,,,15.0,11.500000000000002,63.10000000000001,80.53333333333333,273.6,34.2,31.0,11.883870967741933,109.30000000000003,79.58064516129032,523.2,65.10000000000001
East,1988,109.0,133.0,158.0,179.0,39.0,1352.5,0.8796913750789035,25.0,10.352,62.3,78.52,406.4,49.199999999999996,40.0,12.682500000000001,44.2,76.925,344.0,15.446666666666667,15.0,13.286666666666665,9.2,78.6,110.39999999999998,2.4,15.0,13.286666666666665,9.2,78.6,110.39999999999998,2.4,31.0,12.974193548387097,38.0,77.19354838709677,270.40000000000003,14.14
East,1989,91.0,125.0,147.0,169.0,46.0,1489.6000000000001,1.055037050982237,35.0,7.6171428571428565,87.9,78.34285714285714,456.0,48.82,47.0,13.780851063829783,41.5,71.48936170212765,227.2,21.8,25.0,13.911999999999999,26.8,70.52,144.0,16.0,15.0,16.1,21.3,71.33333333333333,96.0,16.0,31.0,14.425806451612903,29.1,70.6774193548387,168.0,16.0
East,1990,79.0,112.0,136.0,159.0,59.0,1600.000000000001,1.1935698510454666,34.0,7.561764705882354,41.5,72.05882352941177,339.2,12.066666666666666,60.0,12.838333333333335,39.5,71.45,361.6,9.653333333333332,36.0,12.961111111111112,21.900000000000002,70.5,201.60000000000002,2.0,15.0,13.24,13.0,73.66666666666667,105.6,2.0,31.0,13.129032258064516,21.900000000000002,70.74193548387096,201.6,2.0
