Region,Year,GS31_doy,GS39_doy,GS61_doy,GS75_doy,flagleaf_exposure_days,survey_cum_cdd,survey_gs_progress,gs31_39_days,gs31_39_mean_temp,gs31_39_total_precip,gs31_39_mean_rh,gs31_39_wetness_hours,gs31_39_splash_risk,gs39_survey_days,gs39_survey_mean_temp,gs39_survey_total_precip,gs39_survey_mean_rh,gs39_survey_wetness_hours,gs39_survey_splash_risk,gs61_survey_days,gs61_survey_mean_temp,gs61_survey_total_precip,gs61_survey_mean_rh,gs61_survey_wetness_hours,gs61_survey_splash_risk,pre_survey_14d_days,pre_survey_14d_mean_temp,pre_survey_14d_total_precip,pre_survey_14d_mean_rh,pre_survey_14d_wetness_hours,pre_survey_14d_splash_risk,pre_survey_30d_days,pre_survey_30d_mean_temp,pre_survey_30d_total_precip,pre_survey_30d_mean_rh,pre_survey_30d_wetness_hours,pre_survey_30d_splash_risk
North East,1983,132.0,159.0,183.0,201.0,12.0,982.9999999999998,0.47223529411764664,28.0,9.217857142857143,81.50000000000001,83.82142857142857,481.6,56.84,13.0,12.27692307692308,5.9,75.53846153846153,96.0,0.0,,,,,,,15.0,12.026666666666667,7.800000000000001,76.2,123.2,0.0,31.0,10.448387096774194,65.49999999999999,80.41935483870968,391.99999999999994,46.1
North East,1984,141.0,164.0,187.0,206.0,8.0,956.9000000000001,0.44152941176470584,24.0,10.691666666666665,53.0,81.16666666666667,323.20000000000005,33.08666666666667,9.0,15.255555555555553,13.5,80.55555555555556,120.0,4.813333333333333,,,,,,,15.0,13.88,19.5,81.53333333333333,196.79999999999998,10.813333333333333,31.0,11.983870967741936,63.699999999999996,81.0,411.2,37.89999999999999
North East,1985,138.0,162.0,186.0,207.0,9.0,903.2000000000003,0.41050976378310655,25.0,10.607999999999999,56.5,78.6,356.8,32.28666666666667,10.0,10.34,28.6,78.6,118.4,24.8,,,,,,,15.0,9.826666666666664,45.6,78.06666666666666,214.39999999999998,35.78,31.0,10.56451612903226,65.8,77.83870967741936,379.2,45.300000000000004
North East,1986,147.0,169.0,191.0,211.0,2.0,865.0000000000001,0.3289313641076803,23.0,11.539130434782608,50.0,78.26086956521739,262.4,27.813333333333333,3.0,10.866666666666667,1.3,82.33333333333333,51.2,0.0,,,,,,,15.0,12.32,26.8,79.26666666666667,161.6,22.413333333333334,31.0,11.251612903225807,55.9,77.54838709677419,339.2,31.313333333333333
North East,1987,136.0,162.0,187.0,209.0,9.0,907.4000000000003,0.3933268591471543,27.0,9.288888888888888,69.4,82.07407407407408,475.2,44.45333333333334,10.0,9.330000000000002,39.8,83.0,180.8,33.36666666666667,,,,,,,15.0,9.546666666666669,66.39999999999999,83.46666666666667,300.8,59.96666666666666,31.0,9.625806451612902,98.40000000000002,82.6774193548387,566.3999999999999,68.11999999999999
North East,1988,126.0,152.0,176.0,197.0,20.0,1099.3999999999999,0.5901871717305005,27.0,9.84814814814815,51.00000000000001,80.85185185185185,360.0,20.78666666666667,21.0,12.223809523809523,10.7,78.38095238095238,209.6,3.2666666666666666,,,,,,,15.0,12.58,6.7,79.46666666666667,153.6,1.1666666666666665,31.0,11.735483870967741,40.4,78.51612903225806,337.59999999999997,15.153333333333332
North East,1989,105.0,138.0,164.0,185.0,33.0,1244.3000000000004,0.7924220390560777,34.0,7.858823529411764,28.299999999999997,76.05882352941177,344.00000000000006,14.8,34.0,12.508823529411764,31.7,75.41176470588235,257.6,0.7666666666666666,8.0,17.6125,2.5,71.125,24.0,0.0,15.0,14.739999999999998,22.9,75.06666666666666,115.2,0.7666666666666666,31.0,12.451612903225806,31.299999999999997,74.61290322580645,216.0,0.7666666666666666
North East,1990,92.0,125.0,154.0,178.0,46.0,1333.3000000000002,0.8967797582000755,34.0,7.776470588235293,19.5,75.6470588235294,315.2,8.28,47.0,11.08723404255319,68.70000000000002,76.82978723404256,478.4,35.13333333333333,18.0,11.827777777777778,17.9,76.44444444444444,137.6,4.9,15.0,11.92666666666667,15.800000000000002,76.66666666666667,113.6,4.9,31.0,11.732258064516127,29.8,75.29032258064517,222.4,7.0
North East,1991,131.0,156.0,182.0,202.0,15.0,981.9999999999998,0.47936511120880876,26.0,10.042307692307693,22.5,77.96153846153847,252.8,2.5,16.0,10.21875,55.800000000000004,80.4375,299.20000000000005,45.400000000000006,,,,,,,15.0,10.333333333333336,55.699999999999996,81.0,299.2,45.4,31.0,10.158064516129032,70.5,79.09677419354838,449.6,47.9
North East,1992,115.0,141.0,164.0,184.0,31.0,1246.3000000000002,0.7929984529352222,27.0,9.52962962962963,27.299999999999997,76.5925925925926,304.0,5.846666666666666,32.0,13.59375,36.5,80.3125,465.59999999999997,23.486666666666665,9.0,13.966666666666665,2.4,70.11111111111111,24.0,0.0,15.0,13.833333333333334,5.6,75.93333333333334,128.0,0.0,31.0,13.574193548387097,36.3,80.16129032258064,449.59999999999997,23.486666666666665
North East,1993,111.0,139.0,165.0,188.0,32.0,1191.3999999999999,0.7433410783825845,29.0,8.924137931034483,89.1,81.65517241379311,424.0,60.44,33.0,11.766666666666666,52.0,81.18181818181819,462.4,25.086666666666666,7.0,11.885714285714286,14.300000000000002,79.14285714285714,104.0,3.2,15.0,12.88,30.999999999999996,80.33333333333333,187.2,16.046666666666667,31.0,11.922580645161293,46.49999999999999,81.2258064516129,433.6,24.046666666666663
North East,1994,127.0,156.0,179.0,198.0,15.0,1038.6999999999998,0.5231277027273481,30.0,8.73,28.600000000000005,76.23333333333333,260.79999999999995,13.326666666666666,16.0,12.34375,5.4,72.25,60.8,0.0,,,,,,,15.0,12.513333333333332,4.8999999999999995,72.8,60.8,0.0,31.0,10.838709677419354,19.999999999999996,74.29032258064517,185.60000000000002,7.446666666666667
North East,1995,121.0,147.0,173.0,194.0,24.0,1088.4,0.6205942873458279,27.0,9.74074074074074,34.0,73.4074074074074,203.20000000000002,9.56,25.0,11.495999999999999,45.1,77.0,356.8,20.599999999999998,,,,,,,15.0,11.233333333333333,12.000000000000002,76.0,164.8,0.0,31.0,11.593548387096776,49.4,76.06451612903226,380.8,20.6
North East,1996,139.0,162.0,185.0,205.0,10.0,949.8000000000002,0.4628617949379358,24.0,11.108333333333334,43.3,75.83333333333333,324.8,9.64,11.0,13.227272727272725,5.8,72.0909090909091,48.0,3.2,,,,,,,15.0,13.473333333333331,15.7,71.66666666666667,96.0,7.9,31.0,12.119354838709677,38.800000000000004,74.38709677419355,300.8,10.64
North East,1997,109.0,139.0,164.0,189.0,32.0,1202.6000000000004,0.7538338668288527,31.0,8.487096774193548,71.80000000000001,79.12903225806451,468.79999999999995,49.02,33.0,11.927272727272728,70.8,78.15151515151516,336.0,29.753333333333334,8.0,11.725000000000001,23.0,81.0,131.2,12.953333333333333,15.0,13.106666666666666,65.8,79.73333333333333,227.2,27.753333333333334,31.0,11.967741935483874,68.29999999999998,77.29032258064517,288.0,27.753333333333334
North East,1998,98.0,133.0,159.0,183.0,38.0,1266.6000000000004,0.8207006182609397,36.0,7.272222222222221,85.69999999999999,79.25,556.8,56.593333333333334,39.0,11.628205128205126,102.19999999999999,81.56410256410257,572.8000000000001,76.82666666666665,13.0,12.130769230769232,38.599999999999994,81.15384615384616,214.4,25.226666666666667,15.0,12.213333333333335,49.79999999999999,81.93333333333334,262.4,28.226666666666667,31.0,11.325806451612902,101.8,81.51612903225806,479.99999999999994,76.82666666666665
North East,1999,112.0,138.0,165.0,186.0,33.0,1219.9999999999995,0.7601520184663495,27.0,9.814814814814815,47.5,83.29629629629629,470.40000000000003,37.53333333333333,34.0,11.697058823529412,54.699999999999996,77.47058823529412,304.0,30.14,7.0,14.228571428571428,8.7,75.28571428571429,52.8,4.8,15.0,12.06,36.9,78.93333333333334,172.8,27.8,31.0,11.780645161290325,54.099999999999994,77.2258064516129,280.0,30.14
North East,2000,113.0,138.0,167.0,190.0,34.0,1207.6999999999998,0.7572136719199319,26.0,9.757692307692308,39.300000000000004,83.96153846153847,430.4,18.666666666666668,35.0,11.434285714285712,100.30000000000001,77.45714285714286,534.4000000000001,82.00000000000001,6.0,16.433333333333334,0.7,74.83333333333333,20.8,0.0,15.0,14.106666666666666,14.099999999999998,75.53333333333333,126.4,10.2,31.0,11.690322580645162,88.2,77.38709677419355,438.40000000000003,73.2
North East,2001,140.0,162.0,184.0,205.0,9.0,941.1999999999998,0.427726772069096,23.0,11.695652173913047,25.700000000000003,74.78260869565217,211.2,5.2,10.0,11.41,28.3,81.4,115.19999999999999,21.340000000000003,,,,,,,15.0,10.68,45.60000000000001,79.46666666666667,187.20000000000002,21.34,31.0,11.66451612903226,53.900000000000006,76.96774193548387,324.8,26.540000000000003
North East,2002,105.0,134.0,159.0,182.0,37.0,1284.599999999999,0.846986856350256,30.0,8.673333333333334,35.1,78.66666666666667,403.2,13.126666666666667,38.0,12.484210526315788,84.4,78.55263157894737,526.4000000000001,44.120000000000005,13.0,13.369230769230771,25.999999999999996,76.76923076923077,100.79999999999998,12.1,15.0,13.393333333333336,29.8,78.8,148.8,14.9,31.0,12.503225806451612,76.2,78.2258064516129,424.0,39.120000000000005
North East,2003,114.0,140.0,161.0,181.0,31.0,1252.4999999999998,0.8272185640882935,27.0,9.559259259259258,88.2,76.62962962962963,400.0,65.36666666666666,32.0,14.243749999999999,47.5,75.5625,377.6,11.0,11.0,14.672727272727274,13.9,72.36363636363636,81.6,0.0,15.0,14.613333333333335,26.500000000000007,72.93333333333334,129.6,0.0,31.0,14.383870967741936,45.3,75.48387096774194,353.6,8.8
North East,2004,112.0,137.0,161.0,184.0,35.0,1254.0999999999997,0.8295076687469642,26.0,10.2,37.8,80.92307692307692,329.6,11.406666666666666,36.0,12.677777777777779,40.49999999999999,75.69444444444444,291.2,21.333333333333332,12.0,13.766666666666667,21.2,75.33333333333333,100.8,11.2,15.0,14.353333333333333,21.3,75.93333333333334,116.8,11.2,31.0,12.75483870967742,38.599999999999994,76.48387096774194,267.2,21.333333333333332
North East,2005,111.0,141.0,167.0,186.0,30.0,1187.0000000000002,0.7379668520466628,31.0,8.35483870967742,46.7,77.12903225806451,382.4,28.84,31.0,12.390322580645158,38.800000000000004,77.93548387096774,342.40000000000003,6.413333333333334,5.0,17.8,5.5,82.0,65.60000000000001,2.453333333333333,15.0,13.379999999999999,13.299999999999999,77.8,147.2,2.453333333333333,31.0,12.390322580645158,38.800000000000004,77.93548387096774,342.40000000000003,6.413333333333334
North East,2006,125.0,149.0,170.0,190.0,22.0,1105.1000000000006,0.6640194184345656,25.0,10.235999999999999,106.1,79.0,414.4,81.9,23.0,13.973913043478262,28.0,75.47826086956522,201.60000000000002,2.5,2.0,14.600000000000001,2.7,74.0,24.0,0.0,15.0,15.833333333333336,19.900000000000002,75.8,115.19999999999999,2.5,31.0,12.677419354838708,57.69999999999999,75.83870967741936,326.4,27.799999999999997
North East,2007,97.0,122.0,152.0,174.0,49.0,1335.3,0.9526842928117457,26.0,9.934615384615386,11.4,79.34615384615384,254.39999999999998,2.4,50.0,11.338,136.8,79.86,748.8,103.02666666666667,20.0,13.304999999999998,71.6,85.2,356.79999999999995,65.26,15.0,13.360000000000001,71.1,85.86666666666666,291.2,65.26,31.0,12.33548387096774,85.79999999999998,80.70967741935483,476.79999999999995,69.86
North East,2008,118.0,143.0,167.0,190.0,29.0,1174.4000000000003,0.7198391497722464,26.0,10.096153846153847,39.300000000000004,80.38461538461539,307.2,20.560000000000002,30.0,12.253333333333334,75.60000000000001,78.93333333333334,432.0,44.986666666666665,6.0,11.516666666666667,16.7,74.66666666666667,72.0,4.8,15.0,12.186666666666667,32.4,75.6,219.2,11.206666666666667,31.0,12.138709677419355,75.7,78.87096774193549,435.20000000000005,44.986666666666665
North East,2009,117.0,144.0,170.0,189.0,27.0,1136.6000000000004,0.6714840624467909,28.0,9.335714285714285,67.5,78.0,432.0,42.666666666666664,28.0,11.542857142857143,62.89999999999999,75.60714285714286,270.40000000000003,35.519999999999996,2.0,12.2,1.4,73.0,1.6,0.0,15.0,11.159999999999998,45.199999999999996,77.46666666666667,179.2,35.52,31.0,11.503225806451615,68.4,76.0,310.4000000000001,39.82
North East,2010,137.0,157.0,179.0,198.0,14.0,969.4000000000001,0.49425915833456197,21.0,12.304761904761904,21.3,76.61904761904762,196.8,3.4,15.0,12.006666666666664,21.700000000000003,78.8,145.6,14.799999999999999,,,,,,,15.0,12.006666666666664,21.700000000000003,78.8,145.6,14.799999999999999,31.0,12.219354838709679,39.400000000000006,77.12903225806451,280.00000000000006,18.2
North East,2011,109.0,134.0,161.0,184.0,37.0,1240.6,0.7978289415285574,26.0,10.261538461538462,33.6,74.88461538461539,268.79999999999995,13.4,38.0,11.33157894736842,62.400000000000006,73.57894736842105,390.40000000000003,22.4,11.0,11.863636363636363,34.800000000000004,76.36363636363636,148.8,17.2,15.0,11.593333333333335,38.900000000000006,74.66666666666667,196.8,19.2,31.0,11.46774193548387,57.400000000000006,73.48387096774194,334.4,22.4
North East,2012,108.0,145.0,171.0,192.0,27.0,1117.5000000000002,0.6740579597880607,38.0,7.078947368421052,143.79999999999998,82.47368421052632,688.0,114.44000000000001,28.0,11.571428571428571,79.8,81.07142857142857,372.8,54.04666666666667,2.0,11.850000000000001,0.1,74.0,1.6,0.0,15.0,11.166666666666666,64.79999999999998,82.0,201.6,48.48,31.0,11.59677419354839,79.79999999999998,81.61290322580645,428.79999999999995,54.04666666666667
North East,2013,143.0,166.0,188.0,205.0,5.0,891.0999999999999,0.38864108149940607,24.0,10.908333333333331,35.9,78.04166666666667,268.8,26.673333333333332,6.0,13.666666666666666,9.5,75.0,56.0,3.5,,,,,,,15.0,12.773333333333333,21.5,77.66666666666667,168.0,14.18,31.0,11.329032258064515,42.6,77.48387096774194,312.0,26.673333333333332
North East,2014,105.0,133.0,158.0,180.0,38.0,1290.0999999999997,0.8729741425754738,29.0,9.006896551724138,64.39999999999999,81.24137931034483,473.6,54.14666666666667,39.0,12.712820512820514,98.3,81.07692307692308,528.0,61.94,14.0,14.107142857142856,19.299999999999994,81.0,200.00000000000003,4.3,15.0,14.053333333333331,19.299999999999997,80.53333333333333,200.00000000000003,4.3,31.0,12.780645161290321,93.60000000000001,82.0,470.4,60.34
North East,2015,120.0,148.0,175.0,194.0,23.0,1059.8999999999999,0.5967048318451877,29.0,8.931034482758621,64.0,75.27586206896552,310.4,24.299999999999997,24.0,10.9,30.700000000000003,72.625,201.6,16.3,,,,,,,15.0,11.54,8.5,73.2,80.0,2.5,31.0,10.861290322580647,32.9,72.80645161290323,236.79999999999998,16.3
North East,2016,126.0,149.0,173.0,195.0,23.0,1088.2,0.631025847336942,24.0,10.512499999999998,31.0,79.83333333333333,305.6,16.2,24.0,12.316666666666668,28.2,84.33333333333333,368.0,18.12666666666667,,,,,,,15.0,13.279999999999998,28.2,85.0,249.59999999999997,18.12666666666667,31.0,11.896774193548387,50.50000000000001,83.83870967741936,503.99999999999994,34.32666666666667
North East,2017,97.0,129.0,151.0,172.0,42.0,1390.5000000000002,0.998873487543452,33.0,7.927272727272728,18.9,74.60606060606061,255.99999999999997,4.533333333333333,43.0,13.934883720930236,94.9,77.09302325581395,432.0,49.49333333333334,21.0,14.87142857142857,64.5,75.76190476190476,166.4,37.2,15.0,15.24,46.800000000000004,77.0,118.4,37.2,31.0,14.990322580645161,73.89999999999998,76.74193548387096,281.6,37.57333333333334
North East,2018,123.0,144.0,165.0,185.0,27.0,1199.1,0.745741053764932,22.0,11.80909090909091,21.800000000000004,76.0909090909091,200.0,13.5,28.0,13.842857142857142,41.0,81.46428571428571,388.8,24.78666666666667,7.0,14.085714285714285,7.7,73.28571428571429,75.2,0.0,15.0,13.753333333333332,9.100000000000001,77.06666666666666,153.6,0.0,31.0,13.63225806451613,41.099999999999994,81.2258064516129,407.99999999999994,24.786666666666672
North East,2019,97.0,129.0,155.0,179.0,42.0,1282.0000000000002,0.885745501444525,33.0,7.8121212121212125,53.2,78.60606060606061,398.4,43.36666666666667,43.0,11.820930232558139,162.89999999999998,77.86046511627907,638.4,99.22666666666667,17.0,12.076470588235294,115.60000000000001,79.6470588235294,291.2,71.31333333333333,15.0,12.093333333333334,94.10000000000001,79.6,243.2,66.71333333333332,31.0,12.454838709677416,143.89999999999998,77.48387096774194,518.4,90.61333333333334
North East,2020,100.0,129.0,153.0,176.0,43.0,1369.7000000000003,0.9271764705882355,30.0,8.9,31.199999999999996,75.76666666666667,195.20000000000002,17.9,44.0,12.343181818181819,118.19999999999999,74.27272727272727,454.4,88.60000000000001,20.0,12.454999999999998,99.49999999999999,81.3,355.2,77.80000000000001,15.0,12.606666666666664,82.99999999999997,84.8,283.20000000000005,69.3,31.0,13.074193548387099,107.99999999999997,76.03225806451613,403.2,83.70000000000002
North East,2021,122.0,150.0,170.0,191.0,21.0,1155.0,0.6745882352941175,29.0,9.051724137931034,120.9,80.86206896551724,601.6,105.7,22.0,14.840909090909088,6.999999999999999,73.95454545454545,100.79999999999998,0.0,2.0,13.25,0.6,75.5,1.6,0.0,15.0,15.46,5.099999999999999,72.8,51.2,0.0,31.0,13.55161290322581,31.3,75.90322580645162,249.6,16.4
North East,2022,98.0,126.0,151.0,173.0,45.0,1374.2999999999997,0.9693170533931409,29.0,8.886206896551723,37.2,79.03448275862068,379.2,10.120000000000001,46.0,12.606521739130434,81.69999999999999,74.84782608695652,552.0,47.3,21.0,13.21904761904762,37.9,74.38095238095238,208.0,19.7,15.0,14.126666666666667,20.5,72.06666666666666,104.0,5.9,31.0,12.73225806451613,55.800000000000004,74.03225806451613,352.0,30.8
North East,2023,93.0,125.0,150.0,171.0,46.0,1369.8999999999996,1.0069561760081323,33.0,7.751515151515151,71.80000000000001,80.6969696969697,496.0,46.620000000000005,47.0,12.999999999999998,72.79999999999998,77.02127659574468,416.0,42.733333333333334,22.0,14.109090909090908,36.4,75.04545454545455,156.8,20.4,15.0,15.426666666666668,35.8,73.66666666666667,118.4,20.4,31.0,13.73225806451613,37.1,74.80645161290323,169.60000000000002,20.4
North East,2024,92.0,123.0,146.0,171.0,49.0,1413.0000000000002,1.028568167537198,32.0,8.2375,114.69999999999999,78.78125,593.5999999999999,72.78,50.0,12.508,161.5,80.7,827.1999999999999,110.87333333333333,27.0,12.055555555555557,80.89999999999999,77.18518518518519,420.8,58.379999999999995,15.0,11.613333333333335,46.699999999999996,75.86666666666666,235.20000000000002,33.0,31.0,12.122580645161289,118.60000000000001,78.48387096774194,497.59999999999997,86.72
North East,2025,112.0,135.0,160.0,178.0,36.0,1321.6999999999998,0.8707058823529408,24.0,10.791666666666666,4.800000000000001,75.54166666666667,128.0,0.0,37.0,13.372972972972974,75.39999999999999,74.83783783783784,382.4,25.406666666666666,12.0,16.075,13.0,73.75,76.80000000000001,7.699999999999999,15.0,15.046666666666669,23.0,74.26666666666667,148.79999999999998,16.0,31.0,13.764516129032257,75.2,74.54838709677419,368.0,25.406666666666666
North East,2026,103.0,132.0,154.0,175.0,39.0,1374.9999999999998,0.9334117647058819,30.0,8.759999999999998,55.9,78.03333333333333,305.6,19.133333333333333,40.0,13.605,84.30000000000001,75.975,486.40000000000003,42.599999999999994,18.0,13.949999999999998,37.1,76.55555555555556,265.6,23.799999999999997,15.0,14.120000000000001,24.500000000000004,76.26666666666667,217.6,11.5,31.0,14.919354838709676,54.000000000000014,75.54838709677419,342.40000000000003,27.9
North West,1971,113.0,138.0,164.0,187.0,33.0,1256.9999999999998,0.7443343518614979,26.0,10.161538461538463,80.00000000000001,76.88461538461539,291.2,61.666666666666664,34.0,11.414705882352942,92.8,78.76470588235294,432.0,52.68000000000001,8.0,10.8125,41.1,80.5,120.0,27.700000000000003,15.0,11.053333333333335,57.0,79.73333333333333,222.4,28.313333333333333,31.0,11.545161290322582,91.50000000000001,78.6774193548387,396.79999999999995,52.68000000000001
North West,1972,113.0,140.0,168.0,192.0,32.0,1203.2999999999995,0.7101299085308395,28.0,9.039285714285715,75.00000000000001,77.64285714285714,412.8,62.5,33.0,10.966666666666667,160.5,80.66666666666667,680.0,139.61333333333334,5.0,11.66,23.8,83.0,110.4,22.919999999999998,15.0,11.246666666666666,61.60000000000001,81.93333333333334,289.6,56.88666666666667,31.0,10.929032258064517,152.1,80.96774193548387,655.9999999999999,139.61333333333332
North West,1973,116.0,143.0,166.0,185.0,28.0,1235.0000000000005,0.7423477416175129,28.0,9.142857142857142,84.6,77.42857142857143,422.4,44.519999999999996,29.0,13.558620689655172,55.2,78.6896551724138,387.20000000000005,22.873333333333335,6.0,15.5,8.5,77.83333333333333,65.6,1.3600000000000003,15.0,14.386666666666667,14.3,78.26666666666667,183.99999999999997,1.7733333333333337,31.0,13.561290322580644,64.0,78.90322580645162,435.20000000000005,30.37333333333333
North West,1974,100.0,131.0,157.0,180.0,40.0,1327.3000000000004,0.8645988851389104,32.0,8.0625,51.5,74.0,249.59999999999997,29.4,41.0,12.029268292682929,104.8,76.17073170731707,561.6,81.25999999999999,15.0,12.833333333333334,66.3,77.86666666666666,262.40000000000003,61.0,15.0,12.833333333333334,66.3,77.86666666666666,262.40000000000003,61.0,31.0,12.02258064516129,93.8,76.51612903225806,452.80000000000007,75.66000000000001
North West,1975,110.0,137.0,163.0,184.0,34.0,1267.0000000000002,0.7866163349930169,28.0,9.221428571428572,78.20000000000002,80.96428571428571,416.0,56.00666666666667,35.0,12.071428571428571,29.0,72.62857142857143,134.4,0.29333333333333333,9.0,13.444444444444443,8.799999999999999,77.22222222222223,86.4,0.29333333333333333,15.0,15.053333333333333,8.8,74.93333333333334,86.4,0.29333333333333333,31.0,12.232258064516131,29.000000000000004,72.80645161290323,134.39999999999998,0.29333333333333333
North West,1976,110.0,138.0,161.0,181.0,34.0,1286.8,0.8237174970886321,29.0,9.26896551724138,81.2,76.44827586206897,280.0,48.17333333333333,35.0,12.977142857142857,78.89999999999999,81.11428571428571,555.2,39.88666666666666,12.0,13.633333333333335,22.200000000000003,82.08333333333333,233.6,17.513333333333335,15.0,14.293333333333335,22.7,81.13333333333334,251.20000000000002,17.513333333333335,31.0,13.29032258064516,62.8,81.19354838709677,500.8,32.56666666666666
North West,1977,120.0,147.0,172.0,191.0,24.0,1140.1999999999998,0.6360517594415416,28.0,9.467857142857142,73.8,75.28571428571429,326.4,56.14,25.0,11.668,77.60000000000001,75.32,262.4,62.43333333333334,,,,,,,15.0,11.240000000000002,72.10000000000001,76.8,216.0,60.599999999999994,31.0,11.861290322580645,77.60000000000002,74.12903225806451,262.4,62.43333333333334
North West,1978,124.0,147.0,168.0,192.0,24.0,1179.0,0.7004560799524273,24.0,10.854166666666666,24.1,78.04166666666667,291.2,10.84,25.0,14.36,35.7,73.28,254.4,6.8,4.0,13.2,0.0,72.25,11.2,0.0,15.0,12.466666666666669,16.3,72.0,134.4,3.4,31.0,13.79032258064516,37.0,74.38709677419355,316.8,6.8
North West,1979,143.0,164.0,187.0,207.0,7.0,960.8999999999999,0.41969225491937234,22.0,12.17727272727273,70.39999999999999,82.18181818181819,390.4,64.44,8.0,13.8875,18.2,82.375,115.19999999999999,18.2,,,,,,,15.0,13.506666666666668,28.3,82.33333333333333,222.4,23.240000000000002,31.0,12.438709677419356,94.4,81.6774193548387,529.5999999999999,88.44
North West,1980,119.0,142.0,166.0,190.0,30.0,1237.7,0.74641567235764,24.0,11.025,10.9,65.58333333333333,51.2,0.0,31.0,12.596774193548386,107.6,80.35483870967742,526.4,73.68666666666665,7.0,13.314285714285715,43.599999999999994,83.14285714285714,168.0,42.4,15.0,13.033333333333335,73.8,82.06666666666666,291.2,63.18666666666665,31.0,12.596774193548386,107.6,80.35483870967742,526.4,73.68666666666665
North West,1981,107.0,136.0,160.0,184.0,35.0,1285.7,0.8139780325091565,30.0,8.48,97.7,78.06666666666666,444.8,31.799999999999997,36.0,12.558333333333334,141.5,81.33333333333333,656.0,89.99333333333334,12.0,12.775,30.900000000000002,82.08333333333333,196.8,27.3,15.0,12.826666666666666,51.0,82.0,268.8,34.800000000000004,31.0,12.62258064516129,115.4,81.74193548387096,560.0,81.19333333333334
North West,1982,111.0,138.0,159.0,181.0,33.0,1332.8000000000002,0.8523903259336294,28.0,9.435714285714285,33.0,73.78571428571429,276.8,20.0,34.0,14.120588235294118,92.9,80.32352941176471,531.2,48.38,13.0,13.576923076923077,37.5,78.6923076923077,188.8,3.266666666666667,15.0,13.953333333333331,39.5,79.6,220.79999999999998,5.2666666666666675,31.0,14.361290322580645,89.3,80.2258064516129,473.59999999999997,46.18
North West,1983,114.0,141.0,167.0,188.0,30.0,1195.1,0.7217647058823526,28.0,9.24642857142857,108.7,81.35714285714286,584.0,88.22666666666667,31.0,11.961290322580648,74.3,80.74193548387096,476.8,51.33333333333333,5.0,13.7,0.1,77.8,32.0,0.0,15.0,12.926666666666668,24.000000000000004,78.73333333333333,182.4,11.399999999999999,31.0,11.961290322580648,74.3,80.74193548387096,476.8,51.33333333333333
North West,1984,121.0,146.0,169.0,191.0,26.0,1179.6,0.7035294117647056,26.0,10.123076923076923,26.0,70.07692307692308,188.79999999999998,9.913333333333334,27.0,12.962962962962965,55.8,80.18518518518519,411.2,36.14666666666666,4.0,15.325000000000001,0.7,88.5,86.4,0.0,15.0,14.3,16.1,83.13333333333334,214.39999999999998,6.766666666666666,31.0,12.870967741935488,68.0,80.03225806451613,483.2,45.24666666666666
North West,1985,127.0,149.0,174.0,195.0,22.0,1083.5999999999997,0.603308886406882,23.0,11.31304347826087,64.0,80.04347826086956,289.6,55.266666666666666,23.0,11.6,54.800000000000004,76.30434782608695,228.79999999999998,38.22666666666667,,,,,,,15.0,10.646666666666667,52.6,79.0,199.99999999999997,37.806666666666665,31.0,11.783870967741938,92.4,77.25806451612904,356.8,73.62666666666668
North West,1986,136.0,160.0,180.0,200.0,11.0,1007.1000000000001,0.4881021313757154,25.0,10.832,82.0,79.64,364.8,45.593333333333334,12.0,13.775,29.800000000000004,78.33333333333333,123.19999999999999,19.400000000000002,,,,,,,15.0,13.073333333333332,29.800000000000004,77.86666666666666,132.8,19.400000000000002,31.0,11.761290322580646,78.9,79.12903225806451,408.0,61.099999999999994
North West,1987,123.0,148.0,175.0,195.0,23.0,1084.4000000000003,0.6001106573888412,26.0,9.653846153846153,42.099999999999994,77.92307692307692,235.2,11.1,24.0,11.254166666666668,112.89999999999999,82.54166666666667,505.6,93.80000000000001,,,,,,,15.0,10.826666666666666,69.2,81.0,289.6,54.60000000000001,31.0,11.238709677419354,116.1,81.0,564.8,93.8
North West,1988,98.0,127.0,152.0,174.0,45.0,1365.3000000000004,0.9805004831428392,30.0,8.726666666666668,57.3,79.1,379.2,38.70666666666667,46.0,12.799999999999999,74.3,76.17391304347827,484.7999999999999,30.526666666666667,21.0,13.857142857142858,20.0,77.0952380952381,212.79999999999995,11.8,15.0,14.580000000000002,5.8999999999999995,76.13333333333334,123.20000000000002,2.3,31.0,13.206451612903225,58.3,76.51612903225806,342.3999999999999,28.706666666666667
North West,1989,83.0,120.0,145.0,169.0,51.0,1449.6999999999991,1.066820092544209,38.0,6.771052631578947,117.1,78.10526315789474,558.4,68.82666666666667,52.0,12.72307692307692,67.70000000000002,75.67307692307692,494.4,34.6,27.0,13.25925925925926,38.599999999999994,74.11111111111111,246.39999999999998,21.4,15.0,15.500000000000002,25.0,74.66666666666667,115.2,17.5,31.0,13.7,53.8,74.2258064516129,294.4,29.4
North West,1990,83.0,118.0,143.0,167.0,53.0,1529.9000000000005,1.0829442406637089,36.0,7.297222222222222,75.7,77.02777777777777,472.0,53.026666666666664,54.0,12.435185185185185,92.10000000000001,76.75925925925925,596.8,53.25333333333333,29.0,12.837931034482759,62.39999999999999,76.13793103448276,353.6,38.99999999999999,15.0,13.093333333333334,32.199999999999996,77.46666666666667,184.0,17.3,31.0,12.764516129032259,62.39999999999999,76.0,353.6,38.99999999999999
